TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
org.cs362.dominion.GameState,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,70,0.3,2,19,95,111532,1489622427047,0.5913978494623656,111111111111111111111110000000000000000000000000111110101111110000000000111111011111111111111,0.62,11111101110101000000000011100011111011101011111111,1.0,11111111,0,0,8,3,0.6894409937888198,11111111011111111111100111111111111111111111111100111011110000000000000001111000000000000000000000011111111101111011111111101101111111110100111111111111111111111,0.631578947368421,1101101111011001010,1.0,11111111,1.0,11111111,0.62,11111101111001000000000011100011011111100111111111
