TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
org.cs362.dominion.Card,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,104,0.3,2,45,206,138352,1489622426984,0.8483412322274881,1111111111111111111111111111111111111111111111111111111000111111111111111111111111111111111110111111100000011111111111111111111000111111110000111111111111111111111111111111111111100111000001110001000111111111100,0.845360824742268,1111111111111111111111111111111111111111111110111111001111111111111111000111000100011111111110100,1.0,111111,0,0,6,3,0.9757575757575757,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111101111111111111111110111111111111111111111111111111001,0.7,1111110001001111011001111111011110111010,1.0,11111111111111111,0.9411764705882353,11111111111111101,0.845360824742268,1111111111111111111111111111111111111111111111011110101111111111111111000111000100011111111110100
